6.3375, 3.33595
9.2348, 5.20023
9.63531, 7.30828
4.29276, 9.64477
8.2656, 0.470667
1.57504, 5.79353
7.24419, 8.77222
4.44322, 0.201934
3.90276, 4.52158
2.49334, 0.901788
1.44316, 5.45653
9.77641, 7.65808
4.77017, 8.88032
7.54128, 3.99428
7.60973, 7.59587
3.77915, 0.933839
5.37303, 6.14278
3.16669, 6.05762
9.70574, 6.2973
7.0292, 4.16604
8.64579, 9.55073
5.29373, 1.9444
9.71697, 8.84849
0.313044, 3.13599
7.85594, 4.45101
2.29771, 2.60168
8.66033, 5.55758
3.36984, 0.633589
4.39049, 5.20177
7.32709, 7.2507
4.20567, 2.14986
3.03284, 4.83698
3.4201, 0.992891
6.60454, 2.92409
5.84378, 3.30251
8.14288, 9.57981
4.88498, 4.64689
8.07979, 5.41801
4.88668, 4.55208
3.91915, 3.38778
4.41779, 5.2326
5.75246, 0.519869
0.642707, 4.22718
3.20668, 6.14745
7.73102, 8.70438
1.89333, 6.4715
5.17142, 2.81342
6.82548, 3.97608
8.18463, 7.79896
6.51013, 1.82786
6.45384, 4.72094
6.75906, 9.21327
3.75181, 1.78841
3.43455, 2.65608
8.38492, 0.991731
7.75674, 0.50164
2.45766, 2.00541
5.32723, 8.54076
4.6605, 4.79562
4.96835, 8.45567
3.76198, 7.70426
4.64759, 2.53649
1.71928, 8.33596
5.41783, 0.0328295
6.51693, 8.2756
9.07447, 7.42924
7.08873, 6.57544
1.17946, 6.98565
0.600946, 7.08318
6.88105, 1.65569
1.47868, 5.37299
0.511387, 9.75613
9.68364, 9.66398
2.32578, 5.69367
8.38142, 5.97084
9.08139, 5.83001
5.49867, 2.25377
5.02508, 2.83857
4.80236, 5.94413
6.4593, 2.03743
3.83409, 5.70233
7.32123, 1.57331
6.62411, 2.79724
6.6511, 0.949789
9.16697, 2.05391
4.61593, 6.68488
8.47441, 3.58946
2.95285, 6.36716
6.81834, 3.98344
5.62026, 7.03393
2.4655, 2.6716
7.73168, 7.75194
2.12739, 7.80409
7.5248, 9.4155
3.20252, 2.98489
8.88517, 9.12249
5.56931, 0.730427
7.50155, 1.32138
0.558635, 7.26689
4.34835, 3.13548
7.26463, 6.39915
1.70312, 9.89871
6.29763, 0.454249
0.0973558, 0.0642373
8.48895, 0.404572
8.66647, 3.51609
1.75406, 4.29104
2.51115, 2.33266
3.85831, 8.2359
1.5507, 5.5483
0.826722, 1.91008
9.72175, 0.917941
3.26429, 4.6298
2.13023, 1.64545
2.37513, 8.65187
3.18056, 8.40215
6.27175, 1.53809
2.07352, 8.95929
5.77328, 6.06468
1.4612, 6.84582
5.45981, 8.75733
9.08229, 2.00911
0.841448, 4.12361
6.02799, 7.95952
7.46177, 1.44377
2.62924, 4.22722
3.83115, 2.42581
0.133771, 2.75204
7.52372, 8.70793
9.26361, 1.00947
7.11075, 1.11955
1.38575, 3.74674
5.22438, 7.39488
6.21867, 5.838
6.39951, 5.61798
7.24831, 7.49266
0.973804, 5.06831
6.13206, 6.90605
4.78238, 7.70285
3.18884, 2.94974
9.51873, 6.3515
1.38426, 3.70419
3.21041, 9.20912
6.12349, 3.29245
5.3046, 4.97208
1.48463, 2.58603
5.7109, 0.116617
4.18115, 6.03678
4.40789, 3.9429
7.59043, 7.56105
9.18402, 4.7643
6.61581, 8.55917
3.51711, 0.307458
7.18664, 7.24147
4.54962, 8.5587
1.10999, 0.64365
6.2941, 5.06749
6.58221, 6.99179
5.19752, 9.96969
2.16254, 2.41489
5.99852, 9.39001
6.26514, 3.42802
1.22437, 1.32543
5.67383, 0.977575
5.72367, 2.51434
4.6341, 2.11795
4.96017, 1.609
3.55889, 3.9528
3.30466, 2.25806
7.17699, 3.79434
7.26228, 5.91344
7.88172, 6.90213
6.5096, 7.92655
9.19327, 6.73274
3.76106, 9.90084
7.11972, 7.77109
9.00733, 8.27044
4.50641, 2.42612
7.15888, 0.460464
1.98878, 3.48092
5.35143, 9.80265
4.12847, 9.21668
5.27896, 4.14655
5.62906, 2.63977
8.34537, 3.55567
3.32865, 0.110464
5.17506, 4.70393
2.50146, 9.06157
4.16426, 0.944948
7.76833, 0.641433
7.10457, 0.559076
3.55233, 0.568262
5.99553, 9.96648
1.09722, 9.81953
1.81096, 7.73443
0.298356, 0.226459
4.80606, 6.97882
4.21277, 8.256
2.49609, 9.86568
4.02168, 2.97294
9.86157, 5.20136
2.74007, 2.36472
0.731196, 3.67711
1.48395, 1.09638
7.58591, 5.79481
8.63911, 4.78735
0.0949592, 2.53964
0.470635, 6.19877
7.24386, 0.807864
2.90877, 7.91462
4.56445, 0.989307
0.422907, 1.06039
6.27404, 9.83297
8.97907, 9.88933
0.106864, 6.19854
7.12865, 4.71463
1.40625, 4.81231
3.73613, 2.78739
0.42946, 9.7753
0.316645, 9.97521
7.5194, 3.96111
5.74476, 3.7832
6.2856, 7.21791
6.8907, 6.79201
1.97093, 7.06628
4.43282, 2.29542
4.12096, 7.6033
7.98795, 9.62159
1.36995, 8.91243
2.70073, 3.95669
1.89201, 1.92218
0.729415, 5.19484
9.38701, 6.27223
4.45596, 5.61085
4.74923, 9.2001
0.474654, 3.91886
1.84847, 0.0259893
5.01637, 9.17226
4.58441, 8.93743
6.25538, 8.48306
8.44241, 0.0435007
0.0297756, 6.27527
7.78814, 3.63671
8.3446, 4.7731
6.08929, 2.00753
5.58677, 0.483272
5.89168, 4.08533
2.78152, 6.02998
6.81337, 5.06072
8.63846, 7.15679
5.7006, 0.457725
3.78434, 5.4453
6.16754, 8.99842
7.34176, 6.72721
9.7631, 7.86887
2.73002, 0.439304
4.73737, 1.66552
6.23223, 6.03462
1.09947, 6.36724
9.44468, 7.54018
1.50046, 7.23711
1.07994, 2.86761
5.51979, 2.14183
