6.337501841	3.335954634
9.23480178	5.200233507
9.635309111	7.308275845
4.292759098	9.644769207
8.26559891	0.470667033
1.575035106	5.793528618
7.24418767	8.772216289
4.443215511	0.201934488
3.902760695	4.521576645
2.493338541	0.901787522
1.443164896	5.456526219
9.776409942	7.658081825
4.770173508	8.880322552
7.541281777	3.994284068
7.609731824	7.595874392
3.779154932	0.933839207
5.373029112	6.142784369
3.166691729	6.057616031
9.705737626	6.297303601
7.02919565	4.16604282
8.645788608	9.550729499
5.293732907	1.944400485
9.71697232	8.848486448
0.313044203	3.13598872
7.85593952	4.45100692
2.297706145	2.601683978
8.660332133	5.557579569
3.369835345	0.633589306
4.390486742	5.201771241
7.327092389	7.25070048
4.205668189	2.14986147
3.032838243	4.836975096
3.420098231	0.992891194
6.604537328	2.924088654
5.843782712	3.302507198
8.142882701	9.5798078
4.884981231	4.646891787
8.079786054	5.418007158
4.886684705	4.552080828
3.919153203	3.387775434
4.417785673	5.232599165
5.752459558	0.519869141
0.642706563	4.227183002
3.206681605	6.147449798
7.731016981	8.704380311
1.893333059	6.471498607
5.171420048	2.813415338
6.825479714	3.976079429
8.184630636	7.798964812
6.510132579	1.827863061
6.453838591	4.720943584
6.759061564	9.213267487
3.751811091	1.788405684
3.434549468	2.656082813
8.384916473	0.991731078
7.756737878	0.501640064
2.457656968	2.005407898
5.327234237	8.540762135
4.660496603	4.795623636
4.968351915	8.455666079
3.761982645	7.704258227
4.647586857	2.536489801
1.719280338	8.335962574
5.417826523	0.032829515
6.516933732	8.275601926
9.074472322	7.429241755
7.088729864	6.575436352
1.179463581	6.985654119
0.600946318	7.083184634
6.881051295	1.655691811
1.478675775	5.372994461
0.511387146	9.75613491
9.68364234	9.663977764
2.325777868	5.693665073
8.381422483	5.970836223
9.081386068	5.830006223
5.498671709	2.253773179
5.025076077	2.838574321
4.80236455	5.944129227
6.459300945	2.03743063
3.834088834	5.702334192
7.321226788	1.573311955
6.624111215	2.797241286
6.651098062	0.949789173
9.166973406	2.053908186
4.615925468	6.684876673
8.474413986	3.589457459
2.952846491	6.367158496
6.818336556	3.983441364
5.62025916	7.033928114
2.465498063	2.671598589
7.731678536	7.751940498
2.127386389	7.804091263
7.524800914	9.415504142
3.202520626	2.98489427
8.885170185	9.122489203
5.569309563	0.730426583
7.501547036	1.321380849
0.55863491	7.26689372
4.348349133	3.135479771
7.264629987	6.399147741
1.703120122	9.898710478
6.297628482	0.454248514
0.097355798	0.06423729
8.488945582	0.404571508
8.666467641	3.516086595
1.754058792	4.291037487
2.511146906	2.332657664
3.858312464	8.235901338
1.550697325	5.548302791
0.826722087	1.910075023
9.721746004	0.917941273
3.264285575	4.629801976
2.130226693	1.645451544
2.375127063	8.651865955
3.180555747	8.402150058
6.271752352	1.538086081
2.073522975	8.959289335
5.77327855	6.064683607
1.461203602	6.845820662
5.459813181	8.757334503
9.082291781	2.009114805
0.841448367	4.123607763
6.027989203	7.959516296
7.461772163	1.443773707
2.629241419	4.22722481
3.831150639	2.425813205
0.133770525	2.752037671
7.523721854	8.707932361
9.263610525	1.009467925
7.110748666	1.119545737
1.385754523	3.746744926
5.224378879	7.394878391
6.21866725	5.837997177
6.399510029	5.617977823
7.248311651	7.492656709
0.973803821	5.068305079
6.132064372	6.906054051
4.782379775	7.702850335
3.188836535	2.949742392
9.518730732	6.351498586
1.384255819	3.704190327
3.21040979	9.209123477
6.123490309	3.292447395
5.304601515	4.972077665
1.484630419	2.586029678
5.710898818	0.116617282
4.181154046	6.036783801
4.407894918	3.942902944
